id,pred
2017_1240_1455,0.5000
2017_1240_1457,0.5084
2017_1240_1458,0.5000
2017_1240_1462,0.5000
2017_1242_1243,0.6309
2017_1242_1245,0.7672
2017_1242_1246,0.5723
2017_1242_1257,0.5000
2017_1242_1266,0.6504
2017_1242_1268,0.6938
2017_1242_1274,0.5000
2017_1242_1276,0.5148
2017_1242_1277,0.4398
2017_1242_1278,0.5000
2017_1242_1291,0.5000
2017_1242_1292,0.5000
2017_1242_1297,0.5000
2017_1242_1300,0.5000
2017_1242_1305,0.4566
2017_1242_1308,0.7722
2017_1242_1309,0.8635
2017_1242_1314,0.6108
2017_1242_1315,0.8945
2017_1242_1321,0.5000
2017_1242_1323,0.5000
2017_1242_1329,0.6422
2017_1242_1332,0.5220
2017_1242_1343,0.5000
2017_1242_1344,0.5000
2017_1242_1345,0.7616
2017_1242_1348,0.7876
2017_1242_1355,0.5000
2017_1242_1371,0.5000
2017_1242_1374,0.5000
2017_1242_1376,0.7290
2017_1242_1388,0.5000
2017_1242_1407,0.5000
2017_1242_1411,0.5000
2017_1242_1413,0.5000
2017_1242_1417,0.6537
2017_1242_1423,0.5000
2017_1242_1425,0.7290
2017_1242_1433,0.2347
2017_1242_1435,0.7229
2017_1242_1436,0.8044
2017_1242_1437,0.3931
2017_1242_1438,0.5000
2017_1242_1439,0.5000
2017_1242_1448,0.7790
2017_1242_1452,0.5525
2017_1242_1455,0.2446
2017_1242_1457,0.5000
2017_1242_1458,0.5000
2017_1242_1462,0.5000
2017_1243_1245,0.5000
2017_1243_1246,0.4150
2017_1243_1257,0.5000
2017_1243_1266,0.5000
2017_1243_1268,0.5501
2017_1243_1274,0.5000
2017_1243_1276,0.4865
2017_1243_1277,0.5000
2017_1243_1278,0.5000
2017_1243_1291,0.5000
2017_1243_1292,0.5000
2017_1243_1297,0.5000
2017_1243_1300,0.8544
2017_1243_1305,0.5000
2017_1243_1308,0.5000
2017_1243_1309,0.5000
2017_1243_1314,0.6283
2017_1243_1315,0.8126
2017_1243_1321,0.5720
2017_1243_1323,0.5963
2017_1243_1329,0.5251
2017_1243_1332,0.3948
2017_1243_1343,0.5000
2017_1243_1344,0.5000
2017_1243_1345,0.5554
2017_1243_1348,0.5000
2017_1243_1355,0.5000
2017_1243_1371,0.5000
2017_1243_1374,0.5000
2017_1243_1376,0.5000
2017_1243_1388,0.5000
2017_1243_1407,0.6940
2017_1243_1411,0.5181
2017_1243_1413,0.5000
2017_1243_1417,0.5000
2017_1243_1423,0.5000
2017_1243_1425,0.6094
2017_1243_1433,0.5000
2017_1243_1435,0.5000
2017_1243_1436,0.5000
2017_1243_1437,0.5000
2017_1243_1438,0.5000
2017_1243_1439,0.6815
2017_1243_1448,0.5000
2017_1243_1452,0.4194
2017_1243_1455,0.6625
2017_1243_1457,0.5000
2017_1243_1458,0.3611
2017_1243_1462,0.5612
2017_1245_1246,0.5000
2017_1245_1257,0.5000
2017_1245_1266,0.4990
2017_1245_1268,0.5000
2017_1245_1274,0.5000
2017_1245_1276,0.5000
2017_1245_1277,0.5000
2017_1245_1278,0.5000
2017_1245_1291,0.5000
2017_1245_1292,0.5000
2017_1245_1297,0.5000
2017_1245_1300,0.8380
2017_1245_1305,0.5000
2017_1245_1308,0.5000
2017_1245_1309,0.5000
2017_1245_1314,0.6458
2017_1245_1315,0.5000
2017_1245_1321,0.5000
2017_1245_1323,0.5000
2017_1245_1329,0.5000
2017_1245_1332,0.5000
2017_1245_1343,0.2917
2017_1245_1344,0.5000
2017_1245_1345,0.5000
2017_1245_1348,0.5183
2017_1245_1355,0.8501
2017_1245_1371,0.3886
2017_1245_1374,0.3835
2017_1245_1376,0.5000
2017_1245_1388,0.4490
2017_1245_1407,0.5000
2017_1245_1411,0.5000
2017_1245_1413,0.5000
2017_1245_1417,0.5000
2017_1245_1423,0.6720
2017_1245_1425,0.5000
2017_1245_1433,0.5000
2017_1245_1435,0.5000
2017_1245_1436,0.5000
2017_1245_1437,0.5000
2017_1245_1438,0.5000
2017_1245_1439,0.5000
2017_1245_1448,0.5000
2017_1245_1452,0.4413
2017_1245_1455,0.5000
2017_1245_1457,0.5000
2017_1245_1458,0.5000
2017_1245_1462,0.3549
2017_1246_1257,0.5995
2017_1246_1266,0.3049
2017_1246_1268,0.6801
2017_1246_1274,0.2845
2017_1246_1276,0.7712
2017_1246_1277,0.4803
2017_1246_1278,0.5000
2017_1246_1291,0.5000
2017_1246_1292,0.5000
2017_1246_1297,0.8892
2017_1246_1300,0.5000
2017_1246_1305,0.5000
2017_1246_1308,0.5000
2017_1246_1309,0.5000
2017_1246_1314,0.5567
2017_1246_1315,0.5000
2017_1246_1321,0.5000
2017_1246_1323,0.5790
2017_1246_1329,0.5000
2017_1246_1332,0.5000
2017_1246_1343,0.8702
2017_1246_1344,0.7155
2017_1246_1345,0.5000
2017_1246_1348,0.5000
2017_1246_1355,0.8758
2017_1246_1371,0.5000
2017_1246_1374,0.5000
2017_1246_1376,0.6958
2017_1246_1388,0.5000
2017_1246_1407,0.5000
2017_1246_1411,0.8255
2017_1246_1413,0.5000
2017_1246_1417,0.3934
2017_1246_1423,0.5000
2017_1246_1425,0.5000
2017_1246_1433,0.5000
2017_1246_1435,0.5801
2017_1246_1436,0.5000
2017_1246_1437,0.6588
2017_1246_1438,0.4094
2017_1246_1439,0.5000
2017_1246_1448,0.6889
2017_1246_1452,0.6005
2017_1246_1455,0.7525
2017_1246_1457,0.7487
2017_1246_1458,0.5295
2017_1246_1462,0.5000
2017_1257_1266,0.6132
2017_1257_1268,0.5000
2017_1257_1274,0.6124
2017_1257_1276,0.7874
2017_1257_1277,0.3802
2017_1257_1278,0.5245
2017_1257_1291,0.5000
2017_1257_1292,0.8524
2017_1257_1297,0.5000
2017_1257_1300,0.5000
2017_1257_1305,0.5000
2017_1257_1308,0.8101
2017_1257_1309,0.5000
2017_1257_1314,0.4395
2017_1257_1315,0.5000
2017_1257_1321,0.5000
2017_1257_1323,0.4875
2017_1257_1329,0.5000
2017_1257_1332,0.7323
2017_1257_1343,0.5000
2017_1257_1344,0.6080
2017_1257_1345,0.4750
2017_1257_1348,0.5000
2017_1257_1355,0.5000
2017_1257_1371,0.6321
2017_1257_1374,0.7838
2017_1257_1376,0.5000
2017_1257_1388,0.5000
2017_1257_1407,0.5000
2017_1257_1411,0.8277
2017_1257_1413,0.8706
2017_1257_1417,0.5000
2017_1257_1423,0.8456
2017_1257_1425,0.5000
2017_1257_1433,0.5000
2017_1257_1435,0.6748
2017_1257_1436,0.5000
2017_1257_1437,0.5057
2017_1257_1438,0.3458
2017_1257_1439,0.7136
2017_1257_1448,0.5302
2017_1257_1452,0.5311
2017_1257_1455,0.7079
2017_1257_1457,0.5000
2017_1257_1458,0.5000
2017_1257_1462,0.3133
2017_1266_1268,0.5000
2017_1266_1274,0.6559
2017_1266_1276,0.4857
2017_1266_1277,0.3706
2017_1266_1278,0.5000
2017_1266_1291,0.7553
2017_1266_1292,0.5000
2017_1266_1297,0.5000
2017_1266_1300,0.8625
2017_1266_1305,0.5000
2017_1266_1308,0.5000
2017_1266_1309,0.5000
2017_1266_1314,0.6137
2017_1266_1315,0.8588
2017_1266_1321,0.5000
2017_1266_1323,0.4647
2017_1266_1329,0.5441
2017_1266_1332,0.5000
2017_1266_1343,0.5000
2017_1266_1344,0.4876
2017_1266_1345,0.5000
2017_1266_1348,0.5000
2017_1266_1355,0.8373
2017_1266_1371,0.4623
2017_1266_1374,0.5000
2017_1266_1376,0.5795
2017_1266_1388,0.5000
2017_1266_1407,0.5000
2017_1266_1411,0.7957
2017_1266_1413,0.5000
2017_1266_1417,0.5000
2017_1266_1423,0.5000
2017_1266_1425,0.7013
2017_1266_1433,0.5000
2017_1266_1435,0.4572
2017_1266_1436,0.5000
2017_1266_1437,0.3638
2017_1266_1438,0.5000
2017_1266_1439,0.5000
2017_1266_1448,0.6034
2017_1266_1452,0.5869
2017_1266_1455,0.5000
2017_1266_1457,0.5378
2017_1266_1458,0.4826
2017_1266_1462,0.5441
2017_1268_1274,0.4975
2017_1268_1276,0.5982
2017_1268_1277,0.5664
2017_1268_1278,0.4911
2017_1268_1291,0.7210
2017_1268_1292,0.5000
2017_1268_1297,0.5000
2017_1268_1300,0.8416
2017_1268_1305,0.5000
2017_1268_1308,0.5000
2017_1268_1309,0.5000
2017_1268_1314,0.3029
2017_1268_1315,0.5000
2017_1268_1321,0.5513
2017_1268_1323,0.5711
2017_1268_1329,0.6952
2017_1268_1332,0.5000
2017_1268_1343,0.8374
2017_1268_1344,0.6825
2017_1268_1345,0.4257
2017_1268_1348,0.7603
2017_1268_1355,0.8822
2017_1268_1371,0.5000
2017_1268_1374,0.5000
2017_1268_1376,0.5000
2017_1268_1388,0.5000
2017_1268_1407,0.5000
2017_1268_1411,0.5000
2017_1268_1413,0.5000
2017_1268_1417,0.2552
2017_1268_1423,0.7679
2017_1268_1425,0.5000
2017_1268_1433,0.2309
2017_1268_1435,0.5000
2017_1268_1436,0.7417
2017_1268_1437,0.3088
2017_1268_1438,0.4463
2017_1268_1439,0.6949
2017_1268_1448,0.6855
2017_1268_1452,0.3268
2017_1268_1455,0.5000
2017_1268_1457,0.7711
2017_1268_1458,0.4458
2017_1268_1462,0.6215
2017_1274_1276,0.4945
2017_1274_1277,0.3831
2017_1274_1278,0.5100
2017_1274_1291,0.5000
2017_1274_1292,0.5000
2017_1274_1297,0.5000
2017_1274_1300,0.8016
2017_1274_1305,0.5000
2017_1274_1308,0.5000
2017_1274_1309,0.5000
2017_1274_1314,0.4638
2017_1274_1315,0.5000
2017_1274_1321,0.3221
2017_1274_1323,0.4888
2017_1274_1329,0.5000
2017_1274_1332,0.5000
2017_1274_1343,0.7610
2017_1274_1344,0.4580
2017_1274_1345,0.5063
2017_1274_1348,0.4403
2017_1274_1355,0.5000
2017_1274_1371,0.3249
2017_1274_1374,0.5000
2017_1274_1376,0.4899
2017_1274_1388,0.5716
2017_1274_1407,0.5000
2017_1274_1411,0.7365
2017_1274_1413,0.5000
2017_1274_1417,0.5000
2017_1274_1423,0.6416
2017_1274_1425,0.5000
2017_1274_1433,0.4788
2017_1274_1435,0.5000
2017_1274_1436,0.5000
2017_1274_1437,0.4359
2017_1274_1438,0.5458
2017_1274_1439,0.5299
2017_1274_1448,0.4919
2017_1274_1452,0.4410
2017_1274_1455,0.4948
2017_1274_1457,0.4479
2017_1274_1458,0.5000
2017_1274_1462,0.6145
2017_1276_1277,0.4583
2017_1276_1278,0.6176
2017_1276_1291,0.7262
2017_1276_1292,0.5000
2017_1276_1297,0.8442
2017_1276_1300,0.8224
2017_1276_1305,0.5000
2017_1276_1308,0.5000
2017_1276_1309,0.5000
2017_1276_1314,0.5000
2017_1276_1315,0.5000
2017_1276_1321,0.5580
2017_1276_1323,0.5517
2017_1276_1329,0.5000
2017_1276_1332,0.5283
2017_1276_1343,0.5000
2017_1276_1344,0.5365
2017_1276_1345,0.5938
2017_1276_1348,0.5000
2017_1276_1355,0.8356
2017_1276_1371,0.5000
2017_1276_1374,0.4730
2017_1276_1376,0.3815
2017_1276_1388,0.5000
2017_1276_1407,0.5000
2017_1276_1411,0.5000
2017_1276_1413,0.5000
2017_1276_1417,0.4926
2017_1276_1423,0.5000
2017_1276_1425,0.5000
2017_1276_1433,0.4823
2017_1276_1435,0.5120
2017_1276_1436,0.5000
2017_1276_1437,0.5383
2017_1276_1438,0.3933
2017_1276_1439,0.3516
2017_1276_1448,0.5000
2017_1276_1452,0.3947
2017_1276_1455,0.5000
2017_1276_1457,0.5000
2017_1276_1458,0.5371
2017_1276_1462,0.5191
2017_1277_1278,0.5805
2017_1277_1291,0.8269
2017_1277_1292,0.2060
2017_1277_1297,0.5000
2017_1277_1300,0.5000
2017_1277_1305,0.4875
2017_1277_1308,0.7120
2017_1277_1309,0.8807
2017_1277_1314,0.3069
2017_1277_1315,0.5000
2017_1277_1321,0.6921
2017_1277_1323,0.4569
2017_1277_1329,0.4918
2017_1277_1332,0.5000
2017_1277_1343,0.5000
2017_1277_1344,0.6996
2017_1277_1345,0.4582
2017_1277_1348,0.5000
2017_1277_1355,0.5000
2017_1277_1371,0.5000
2017_1277_1374,0.5000
2017_1277_1376,0.6798
2017_1277_1388,0.5000
2017_1277_1407,0.5000
2017_1277_1411,0.5114
2017_1277_1413,0.5000
2017_1277_1417,0.3844
2017_1277_1423,0.5000
2017_1277_1425,0.6917
2017_1277_1433,0.5000
2017_1277_1435,0.5000
2017_1277_1436,0.6860
2017_1277_1437,0.5939
2017_1277_1438,0.7030
2017_1277_1439,0.6645
2017_1277_1448,0.5000
2017_1277_1452,0.5000
2017_1277_1455,0.6842
2017_1277_1457,0.5000
2017_1277_1458,0.5667
2017_1277_1462,0.5000
2017_1278_1291,0.7219
2017_1278_1292,0.5000
2017_1278_1297,0.5000
2017_1278_1300,0.5000
2017_1278_1305,0.5000
2017_1278_1308,0.5000
2017_1278_1309,0.8878
2017_1278_1314,0.3660
2017_1278_1315,0.8806
2017_1278_1321,0.4611
2017_1278_1323,0.5000
2017_1278_1329,0.3855
2017_1278_1332,0.3584
2017_1278_1343,0.8434
2017_1278_1344,0.5000
2017_1278_1345,0.5130
2017_1278_1348,0.5000
2017_1278_1355,0.6070
2017_1278_1371,0.5000
2017_1278_1374,0.5000
2017_1278_1376,0.5000
2017_1278_1388,0.5000
2017_1278_1407,0.5000
2017_1278_1411,0.5000
2017_1278_1413,0.5000
2017_1278_1417,0.5760
2017_1278_1423,0.8121
2017_1278_1425,0.6891
2017_1278_1433,0.5000
2017_1278_1435,0.5756
2017_1278_1436,0.5000
2017_1278_1437,0.5000
2017_1278_1438,0.4494
2017_1278_1439,0.6755
2017_1278_1448,0.6271
2017_1278_1452,0.4888
2017_1278_1455,0.5000
2017_1278_1457,0.5000
2017_1278_1458,0.3195
2017_1278_1462,0.4800
2017_1291_1292,0.5000
2017_1291_1297,0.5000
2017_1291_1300,0.5000
2017_1291_1305,0.5000
2017_1291_1308,0.5000
2017_1291_1309,0.5000
2017_1291_1314,0.6956
2017_1291_1315,0.5000
2017_1291_1321,0.4825
2017_1291_1323,0.4689
2017_1291_1329,0.5000
2017_1291_1332,0.6296
2017_1291_1343,0.5000
2017_1291_1344,0.5000
2017_1291_1345,0.5000
2017_1291_1348,0.5000
2017_1291_1355,0.5000
2017_1291_1371,0.5220
2017_1291_1374,0.5000
2017_1291_1376,0.5000
2017_1291_1388,0.5000
2017_1291_1407,0.5000
2017_1291_1411,0.5000
2017_1291_1413,0.5000
2017_1291_1417,0.5000
2017_1291_1423,0.5000
2017_1291_1425,0.5000
2017_1291_1433,0.5000
2017_1291_1435,0.5000
2017_1291_1436,0.4381
2017_1291_1437,0.6300
2017_1291_1438,0.6144
2017_1291_1439,0.3727
2017_1291_1448,0.6408
2017_1291_1452,0.3820
2017_1291_1455,0.5000
2017_1291_1457,0.4383
2017_1291_1458,0.5000
2017_1291_1462,0.5000
2017_1292_1297,0.5000
2017_1292_1300,0.5000
2017_1292_1305,0.5000
2017_1292_1308,0.6037
2017_1292_1309,0.5627
2017_1292_1314,0.5000
2017_1292_1315,0.5000
2017_1292_1321,0.5000
2017_1292_1323,0.5000
2017_1292_1329,0.5704
2017_1292_1332,0.5000
2017_1292_1343,0.5000
2017_1292_1344,0.5000
2017_1292_1345,0.3824
2017_1292_1348,0.5000
2017_1292_1355,0.5139
2017_1292_1371,0.5000
2017_1292_1374,0.5000
2017_1292_1376,0.5000
2017_1292_1388,0.5597
2017_1292_1407,0.6021
2017_1292_1411,0.5441
2017_1292_1413,0.5000
2017_1292_1417,0.3591
2017_1292_1423,0.6065
2017_1292_1425,0.5000
2017_1292_1433,0.3984
2017_1292_1435,0.5262
2017_1292_1436,0.5000
2017_1292_1437,0.5718
2017_1292_1438,0.5000
2017_1292_1439,0.5000
2017_1292_1448,0.5000
2017_1292_1452,0.5000
2017_1292_1455,0.5000
2017_1292_1457,0.5000
2017_1292_1458,0.5000
2017_1292_1462,0.5000
2017_1297_1300,0.6083
2017_1297_1305,0.5000
2017_1297_1308,0.5000
2017_1297_1309,0.5000
2017_1297_1314,0.7197
2017_1297_1315,0.5000
2017_1297_1321,0.6582
2017_1297_1323,0.5000
2017_1297_1329,0.5000
2017_1297_1332,0.5000
2017_1297_1343,0.5000
2017_1297_1344,0.5000
2017_1297_1345,0.6788
2017_1297_1348,0.5000
2017_1297_1355,0.5000
2017_1297_1371,0.5000
2017_1297_1374,0.5000
2017_1297_1376,0.5000
2017_1297_1388,0.5000
2017_1297_1407,0.5000
2017_1297_1411,0.5000
2017_1297_1413,0.5000
2017_1297_1417,0.5000
2017_1297_1423,0.5000
2017_1297_1425,0.5000
2017_1297_1433,0.5000
2017_1297_1435,0.5000
2017_1297_1436,0.5000
2017_1297_1437,0.5000
2017_1297_1438,0.5000
2017_1297_1439,0.5000
2017_1297_1448,0.5000
2017_1297_1452,0.4552
2017_1297_1455,0.5000
2017_1297_1457,0.5000
2017_1297_1458,0.7100
2017_1297_1462,0.6980
2017_1300_1305,0.5000
2017_1300_1308,0.5000
2017_1300_1309,0.5000
2017_1300_1314,0.5506
2017_1300_1315,0.5000
2017_1300_1321,0.5000
2017_1300_1323,0.5000
2017_1300_1329,0.5000
2017_1300_1332,0.6552
2017_1300_1343,0.5000
2017_1300_1344,0.5000
2017_1300_1345,0.5000
2017_1300_1348,0.5000
2017_1300_1355,0.5000
2017_1300_1371,0.5000
2017_1300_1374,0.6269
2017_1300_1376,0.6816
2017_1300_1388,0.5000
2017_1300_1407,0.5000
2017_1300_1411,0.5000
2017_1300_1413,0.5000
2017_1300_1417,0.5000
2017_1300_1423,0.5206
2017_1300_1425,0.5000
2017_1300_1433,0.5000
2017_1300_1435,0.5000
2017_1300_1436,0.5000
2017_1300_1437,0.5000
2017_1300_1438,0.5000
2017_1300_1439,0.6895
2017_1300_1448,0.4601
2017_1300_1452,0.5000
2017_1300_1455,0.5192
2017_1300_1457,0.5021
2017_1300_1458,0.5000
2017_1300_1462,0.5000
2017_1305_1308,0.5749
2017_1305_1309,0.5000
2017_1305_1314,0.3761
2017_1305_1315,0.5000
2017_1305_1321,0.5000
2017_1305_1323,0.5000
2017_1305_1329,0.5000
2017_1305_1332,0.3903
2017_1305_1343,0.5000
2017_1305_1344,0.5000
2017_1305_1345,0.5000
2017_1305_1348,0.5000
2017_1305_1355,0.3662
2017_1305_1371,0.3482
2017_1305_1374,0.6705
2017_1305_1376,0.5000
2017_1305_1388,0.4582
2017_1305_1407,0.5000
2017_1305_1411,0.5000
2017_1305_1413,0.7352
2017_1305_1417,0.3498
2017_1305_1423,0.5000
2017_1305_1425,0.5000
2017_1305_1433,0.4923
2017_1305_1435,0.5000
2017_1305_1436,0.6966
2017_1305_1437,0.5000
2017_1305_1438,0.5000
2017_1305_1439,0.5000
2017_1305_1448,0.5000
2017_1305_1452,0.5000
2017_1305_1455,0.4307
2017_1305_1457,0.5000
2017_1305_1458,0.5000
2017_1305_1462,0.5000
2017_1308_1309,0.3615
2017_1308_1314,0.5000
2017_1308_1315,0.5000
2017_1308_1321,0.5169
2017_1308_1323,0.5000
2017_1308_1329,0.5000
2017_1308_1332,0.5000
2017_1308_1343,0.5000
2017_1308_1344,0.5000
2017_1308_1345,0.5000
2017_1308_1348,0.5000
2017_1308_1355,0.5000
2017_1308_1371,0.5000
2017_1308_1374,0.5000
2017_1308_1376,0.5000
2017_1308_1388,0.3356
2017_1308_1407,0.5000
2017_1308_1411,0.6785
2017_1308_1413,0.8029
2017_1308_1417,0.3990
2017_1308_1423,0.5000
2017_1308_1425,0.3836
2017_1308_1433,0.5000
2017_1308_1435,0.5000
2017_1308_1436,0.5000
2017_1308_1437,0.5000
2017_1308_1438,0.5000
2017_1308_1439,0.5000
2017_1308_1448,0.5000
2017_1308_1452,0.6005
2017_1308_1455,0.3941
2017_1308_1457,0.5000
2017_1308_1458,0.5000
2017_1308_1462,0.5000
2017_1309_1314,0.5000
2017_1309_1315,0.5000
2017_1309_1321,0.4769
2017_1309_1323,0.5000
2017_1309_1329,0.6683
2017_1309_1332,0.5000
2017_1309_1343,0.5000
2017_1309_1344,0.5000
2017_1309_1345,0.5284
2017_1309_1348,0.5000
2017_1309_1355,0.5000
2017_1309_1371,0.5000
2017_1309_1374,0.5000
2017_1309_1376,0.5000
2017_1309_1388,0.5000
2017_1309_1407,0.4681
2017_1309_1411,0.5000
2017_1309_1413,0.5000
2017_1309_1417,0.5000
2017_1309_1423,0.5000
2017_1309_1425,0.6710
2017_1309_1433,0.5000
2017_1309_1435,0.6301
2017_1309_1436,0.5587
2017_1309_1437,0.5000
2017_1309_1438,0.5000
2017_1309_1439,0.5000
2017_1309_1448,0.5000
2017_1309_1452,0.5000
2017_1309_1455,0.5000
2017_1309_1457,0.5000
2017_1309_1458,0.5000
2017_1309_1462,0.5000
2017_1314_1315,0.5000
2017_1314_1321,0.8132
2017_1314_1323,0.6034
2017_1314_1329,0.7852
2017_1314_1332,0.7955
2017_1314_1343,0.5000
2017_1314_1344,0.7190
2017_1314_1345,0.5000
2017_1314_1348,0.5000
2017_1314_1355,0.5000
2017_1314_1371,0.5000
2017_1314_1374,0.5000
2017_1314_1376,0.8355
2017_1314_1388,0.5000
2017_1314_1407,0.5000
2017_1314_1411,0.5000
2017_1314_1413,0.5000
2017_1314_1417,0.7206
2017_1314_1423,0.7640
2017_1314_1425,0.5728
2017_1314_1433,0.5000
2017_1314_1435,0.2387
2017_1314_1436,0.7255
2017_1314_1437,0.5481
2017_1314_1438,0.4923
2017_1314_1439,0.7136
2017_1314_1448,0.6513
2017_1314_1452,0.5000
2017_1314_1455,0.5000
2017_1314_1457,0.8061
2017_1314_1458,0.5839
2017_1314_1462,0.5000
2017_1315_1321,0.5000
2017_1315_1323,0.5000
2017_1315_1329,0.5000
2017_1315_1332,0.6547
2017_1315_1343,0.5000
2017_1315_1344,0.5000
2017_1315_1345,0.5000
2017_1315_1348,0.5000
2017_1315_1355,0.4079
2017_1315_1371,0.5000
2017_1315_1374,0.5000
2017_1315_1376,0.5000
2017_1315_1388,0.5000
2017_1315_1407,0.5000
2017_1315_1411,0.5000
2017_1315_1413,0.5000
2017_1315_1417,0.5000
2017_1315_1423,0.5000
2017_1315_1425,0.5000
2017_1315_1433,0.5000
2017_1315_1435,0.5000
2017_1315_1436,0.5000
2017_1315_1437,0.5000
2017_1315_1438,0.5000
2017_1315_1439,0.5000
2017_1315_1448,0.5000
2017_1315_1452,0.5000
2017_1315_1455,0.6582
2017_1315_1457,0.5000
2017_1315_1458,0.4306
2017_1315_1462,0.5000
2017_1321_1323,0.5690
2017_1321_1329,0.5000
2017_1321_1332,0.5000
2017_1321_1343,0.5000
2017_1321_1344,0.5000
2017_1321_1345,0.3967
2017_1321_1348,0.5000
2017_1321_1355,0.5000
2017_1321_1371,0.6509
2017_1321_1374,0.5088
2017_1321_1376,0.5000
2017_1321_1388,0.5000
2017_1321_1407,0.5000
2017_1321_1411,0.6858
2017_1321_1413,0.5000
2017_1321_1417,0.5713
2017_1321_1423,0.3714
2017_1321_1425,0.5000
2017_1321_1433,0.5000
2017_1321_1435,0.5000
2017_1321_1436,0.5000
2017_1321_1437,0.5000
2017_1321_1438,0.3719
2017_1321_1439,0.5668
2017_1321_1448,0.4312
2017_1321_1452,0.5000
2017_1321_1455,0.5000
2017_1321_1457,0.5000
2017_1321_1458,0.4763
2017_1321_1462,0.5000
2017_1323_1329,0.5000
2017_1323_1332,0.5000
2017_1323_1343,0.5000
2017_1323_1344,0.4951
2017_1323_1345,0.5309
2017_1323_1348,0.5000
2017_1323_1355,0.5000
2017_1323_1371,0.6933
2017_1323_1374,0.5000
2017_1323_1376,0.5000
2017_1323_1388,0.5000
2017_1323_1407,0.5000
2017_1323_1411,0.5000
2017_1323_1413,0.5000
2017_1323_1417,0.5044
2017_1323_1423,0.5000
2017_1323_1425,0.5000
2017_1323_1433,0.5000
2017_1323_1435,0.8568
2017_1323_1436,0.5000
2017_1323_1437,0.5073
2017_1323_1438,0.4435
2017_1323_1439,0.7095
2017_1323_1448,0.6029
2017_1323_1452,0.5510
2017_1323_1455,0.6530
2017_1323_1457,0.2708
2017_1323_1458,0.6553
2017_1323_1462,0.4175
2017_1329_1332,0.3635
2017_1329_1343,0.5000
2017_1329_1344,0.5000
2017_1329_1345,0.5376
2017_1329_1348,0.4956
2017_1329_1355,0.5000
2017_1329_1371,0.5000
2017_1329_1374,0.7089
2017_1329_1376,0.4828
2017_1329_1388,0.5000
2017_1329_1407,0.5000
2017_1329_1411,0.7743
2017_1329_1413,0.8130
2017_1329_1417,0.5000
2017_1329_1423,0.5000
2017_1329_1425,0.5000
2017_1329_1433,0.5000
2017_1329_1435,0.5000
2017_1329_1436,0.5000
2017_1329_1437,0.5000
2017_1329_1438,0.5000
2017_1329_1439,0.3064
2017_1329_1448,0.5000
2017_1329_1452,0.4934
2017_1329_1455,0.6213
2017_1329_1457,0.5000
2017_1329_1458,0.5000
2017_1329_1462,0.5000
2017_1332_1343,0.5000
2017_1332_1344,0.5000
2017_1332_1345,0.5000
2017_1332_1348,0.5000
2017_1332_1355,0.5000
2017_1332_1371,0.5000
2017_1332_1374,0.5000
2017_1332_1376,0.5000
2017_1332_1388,0.3316
2017_1332_1407,0.5000
2017_1332_1411,0.7494
2017_1332_1413,0.8101
2017_1332_1417,0.5367
2017_1332_1423,0.5000
2017_1332_1425,0.7158
2017_1332_1433,0.4732
2017_1332_1435,0.4961
2017_1332_1436,0.5000
2017_1332_1437,0.5000
2017_1332_1438,0.3608
2017_1332_1439,0.5000
2017_1332_1448,0.5000
2017_1332_1452,0.5000
2017_1332_1455,0.5000
2017_1332_1457,0.6495
2017_1332_1458,0.3703
2017_1332_1462,0.5000
2017_1343_1344,0.5000
2017_1343_1345,0.5000
2017_1343_1348,0.5000
2017_1343_1355,0.5000
2017_1343_1371,0.4213
2017_1343_1374,0.5000
2017_1343_1376,0.4597
2017_1343_1388,0.5000
2017_1343_1407,0.5000
2017_1343_1411,0.5000
2017_1343_1413,0.5000
2017_1343_1417,0.5000
2017_1343_1423,0.5000
2017_1343_1425,0.5000
2017_1343_1433,0.6420
2017_1343_1435,0.5000
2017_1343_1436,0.5000
2017_1343_1437,0.5000
2017_1343_1438,0.5000
2017_1343_1439,0.5000
2017_1343_1448,0.4566
2017_1343_1452,0.5000
2017_1343_1455,0.5000
2017_1343_1457,0.5000
2017_1343_1458,0.5000
2017_1343_1462,0.5000
2017_1344_1345,0.5000
2017_1344_1348,0.6591
2017_1344_1355,0.5000
2017_1344_1371,0.4463
2017_1344_1374,0.5000
2017_1344_1376,0.5242
2017_1344_1388,0.3235
2017_1344_1407,0.5000
2017_1344_1411,0.5000
2017_1344_1413,0.5000
2017_1344_1417,0.5000
2017_1344_1423,0.5000
2017_1344_1425,0.7070
2017_1344_1433,0.5000
2017_1344_1435,0.4815
2017_1344_1436,0.6889
2017_1344_1437,0.3222
2017_1344_1438,0.5296
2017_1344_1439,0.4364
2017_1344_1448,0.4871
2017_1344_1452,0.3224
2017_1344_1455,0.3052
2017_1344_1457,0.2324
2017_1344_1458,0.5000
2017_1344_1462,0.4577
2017_1345_1348,0.5000
2017_1345_1355,0.8483
2017_1345_1371,0.6571
2017_1345_1374,0.3882
2017_1345_1376,0.5000
2017_1345_1388,0.5793
2017_1345_1407,0.5000
2017_1345_1411,0.6836
2017_1345_1413,0.5000
2017_1345_1417,0.5000
2017_1345_1423,0.7157
2017_1345_1425,0.5000
2017_1345_1433,0.4719
2017_1345_1435,0.4729
2017_1345_1436,0.6567
2017_1345_1437,0.3668
2017_1345_1438,0.5026
2017_1345_1439,0.6168
2017_1345_1448,0.4135
2017_1345_1452,0.6066
